id,aqisitionStation,pressure,relative_humidity,temperature,timestamp,wind,nebulosityType,windtype
4067,VOINEASA,958.8,31,24.1,1435919066370,2.0,NULL,NULL
4068,ZALAU,992.2,43,24.8,1435919066391,2.0,NULL,NULL
4069,ZIMNICEA,1019.7,50,25.8,1435919066411,3.0,NULL,NULL
4070,ADAMCLISI,1003.3,52,24.1,1435922662676,2.0,NULL,NULL
4071,ADJUD,1010.9,48,24.5,1435922662702,6.0,NULL,NULL
4072,"ALBA IULIA",998.1,48,25.8,1435922662723,3.0,NULL,NULL
4073,ALEXANDRIA,1014.7,44,26.6,1435922662744,3.0,NULL,NULL
4074,ARAD,1011.3,34,29.4,1435922662768,1.0,NULL,NULL
4075,BACAU,1004,38,26.4,1435922662791,3.0,NULL,NULL
4076,BACLES,988.4,39,25.9,1435922662812,1.0,NULL,NULL
4077,"BAIA MARE",1004.3,34,27.7,1435922662833,5.0,NULL,NULL
4078,"BAILE HERCULANE",1001.5,41,26.9,1435922662855,1.0,NULL,NULL
4079,BAILESTI,1018,35,27.2,1435922662882,2.0,NULL,NULL
4080,"BALEA LAC",804.8,86,5.2,1435922662904,3.0,NULL,NULL
4081,BANLOC,1015.1,39,28.3,1435922662924,2.0,NULL,NULL
4082,BARAOLT,966.7,45,22.6,1435922662950,4.0,NULL,NULL
4083,BARLAD,1004.2,90,19,1435922662984,4.0,NULL,NULL
4084,"BARNOVA (RADAR)",978.2,63,23.6,1435922663005,2.0,NULL,NULL
4085,BATOS,974.3,45,23.8,1435922663026,2.0,NULL,NULL
4086,BECHET,1020.1,39,28.1,1435922663050,1.0,NULL,NULL
4087,BISOCA,927.3,72,16.4,1435922663070,9.0,NULL,NULL
4088,BISTRITA,983.2,45,24.9,1435922663093,1.0,NULL,NULL
4089,BLAJ,986.8,47,24.7,1435922663114,3.0,NULL,NULL
4090,BOITA,965.7,54,23.7,1435922663134,1.0,NULL,NULL
4091,BOROD,987.3,45,25.3,1435922663158,5.0,NULL,NULL
4092,BOTOSANI,1007,41,27.8,1435922663179,3.0,NULL,NULL
4093,BOZOVICI,995,39,27.9,1435922663200,1.0,NULL,NULL
4094,BRAILA,1021.1,57,24.7,1435922663221,4.0,NULL,NULL
4095,"BRASOV GHIMBAV",964,56,21.7,1435922663246,3.0,NULL,NULL
4096,BUCIN,884.2,57,15.7,1435922663266,3.0,NULL,NULL
4097,"BUCURESTI AFUMATI",1014.3,69,22.3,1435922663288,1.0,NULL,NULL
4098,"BUCURESTI BANEASA",1013.3,53,24.5,1435922663309,1.0,NULL,NULL
4099,"BUCURESTI FILARET",1014.6,95,21.9,1435922663344,1.0,NULL,NULL
4100,BUZAU,1012.3,54,24.5,1435922663378,6.0,NULL,NULL
4101,CALAFAT,1017,44,27.9,1435922663399,2.0,NULL,NULL
4102,CALARASI,1020.4,76,21.9,1435922663421,3.0,NULL,NULL
4103,"CALIMANI (RETITIS)",810.3,97,7.6,1435922663442,NULL,NULL,NULL
4104,"CAMPENI (BISTRA)",955.5,39,25.8,1435922663467,2.0,NULL,NULL
4105,CAMPINA,971,52,22.5,1435922663490,2.0,NULL,NULL
4106,"CAMPULUNG MUSCEL",946.9,57,22.8,1435922663510,3.0,NULL,NULL
4107,CARACAL,1011.9,45,27.1,1435922663531,1.0,NULL,NULL
4108,CARANSEBES,996.3,44,27.6,1435922663553,2.0,NULL,NULL
4109,"CEAHLAU TOACA",821.6,100,10.5,1435922663574,8.0,NULL,NULL
4110,CERNAVODA,1011.7,54,24.7,1435922663598,5.0,NULL,NULL
4111,"CHISINEU CRIS",1013.4,30,28.3,1435922663619,3.0,NULL,NULL
4112,CLUJ-NAPOCA,978.6,50,25.1,1435922663640,1.0,NULL,NULL
4113,CONSTANTA,1020.1,62,23.3,1435922663663,3.0,NULL,NULL
4114,CORUGEA,996.1,56,22.4,1435922663697,5.0,NULL,NULL
4115,COTNARI,991.5,43,25.1,1435922663718,5.0,NULL,NULL
4116,CRAIOVA,1001.7,41,26.7,1435922663740,2.0,NULL,NULL
4117,CUNTU,866.2,85,15.4,1435922663760,1.0,NULL,NULL
4118,"CURTEA DE ARGES",971.5,36,25.6,1435922663781,3.0,NULL,NULL
4119,DARABANI,996.2,46,25.1,1435922663819,5.0,NULL,NULL
4120,DEDULESTI-MORARESTI,961.7,35,24,1435922663840,2.0,NULL,NULL
4121,DEJ,998.4,43,25.9,1435922663862,2.0,NULL,NULL
4122,DEVA,997.4,33,26.9,1435922663882,4.0,NULL,NULL
4123,DRAGASANI,991.9,39,26.7,1435922663903,1.0,NULL,NULL
4124,"DROBETA TURNU SEVERIN",1015.3,38,28.7,1435922663925,2.0,NULL,NULL
4125,DUMBRAVENI,988.3,46,25.2,1435922663946,2.0,NULL,NULL
4126,"DUMBRAVITA DE CODRU",975.9,53,25.9,1435922663967,NULL,NULL,NULL
4127,FAGARAS,975.9,53,24,1435922663988,1.0,NULL,NULL
4128,FETESTI,1015.2,60,23.6,1435922664008,4.0,NULL,NULL
4129,FOCSANI,1018.3,81,20.3,1435922664039,2.0,NULL,NULL
4130,FUNDATA,873.7,82,16.5,1435922664075,5.0,NULL,NULL
4131,FUNDULEA,1016.1,55,24.3,1435922664096,5.0,NULL,NULL
4132,GALATI,1014.8,54,24.5,1435922664120,5.0,NULL,NULL
4133,GIURGIU,1020.5,45,27.7,1435922664141,2.0,NULL,NULL
4134,GORGOVA,1021.4,65,23.4,1435922664163,4.0,NULL,NULL
4135,GRIVITA,1017.7,62,22.6,1435922664184,5.0,NULL,NULL
4136,"GURA PORTITEI",1021.7,79,20.2,1435922664205,6.0,NULL,NULL
4137,GURAHONT,1003.8,31,28.1,1435922664226,2.0,NULL,NULL
4138,HALANGA,1017.7,45,27,1435922664247,2.0,NULL,NULL
4139,HARSOVA,1017.7,56,24,1435922664268,8.0,NULL,NULL
4140,HOLOD,1006.8,38,28,1435922664299,2.0,NULL,NULL
4141,IASI,1015.6,41,27.3,1435922664320,6.0,NULL,NULL
4142,IEZER,833.7,79,11.2,1435922664349,1.0,NULL,NULL
4143,"INTORSURA BUZAULUI",946.3,68,18.7,1435922664381,3.0,NULL,NULL
4144,JIMBOLIA,1015.6,34,28.9,1435922664402,2.0,NULL,NULL
4145,JOSENI,940.2,65,22,1435922664423,6.0,NULL,NULL
4146,JURILOVCA,1017.8,77,18.4,1435922664445,5.0,NULL,NULL
4147,LACAUTI,823.4,100,8.5,1435922664484,5.0,NULL,NULL
4148,LUGOJ,1009.8,38,28.4,1435922664506,1.0,NULL,NULL
4149,MAHMUDIA,1002,76,20.1,1435922664527,5.0,NULL,NULL
4150,MANGALIA,1020.6,67,22.6,1435922664550,7.0,NULL,NULL
4151,MEDGIDIA,1013.3,51,24,1435922664572,7.0,NULL,NULL
4152,"MIERCUREA CIUC",949.4,59,21.4,1435922664593,5.0,NULL,NULL
4153,"MOLDOVA VECHE",1014.5,40,28.7,1435922664614,3.0,NULL,NULL
4154,"NEGRESTI (VASLUI)",1009,34,26,1435922664636,6.0,NULL,NULL
4155,"OBARSIA LOTRULUI",876.5,41,19.2,1435922664658,2.0,NULL,NULL
4156,"OCNA SUGATAG",968.7,44,24.1,1435922664692,3.0,NULL,NULL
4157,"ODORHEIUL SECUIESC",965,52,22.5,1435922664724,2.0,NULL,NULL
4158,OLTENITA,1020.4,70,25,1435922664747,3.0,NULL,NULL
4159,ORADEA,1009.8,29,28.9,1435922664768,5.0,NULL,NULL
4160,ORAVITA,988.7,48,26.4,1435922664791,1.0,NULL,NULL
4161,"PADES (APA NEAGRA)",865.9,77,27,1435922664814,NULL,NULL,NULL
4162,PALTINIS,865.9,77,14.3,1435922664836,1.0,NULL,NULL
4163,PARANG,855.3,74,14.4,1435922664858,2.0,NULL,NULL
4164,PATARLAGELE,988.4,45,23.7,1435922664879,5.0,NULL,NULL
4165,PENTELEU,845.5,84,11,1435922664900,7.0,NULL,NULL
4166,PETROSANI,957,55,24.2,1435922664920,4.0,NULL,NULL
4167,"PIATRA NEAMT",984,45,24.1,1435922664941,4.0,NULL,NULL
4168,PITESTI,986.5,36,27.3,1435922664967,3.0,NULL,NULL
4169,PLOIESTI,1003.2,48,24.8,1435922664988,2.0,NULL,NULL
4170,"POIANA STAMPEI",921.8,56,18.8,1435922665010,7.0,NULL,NULL
4171,POLOVRAGI,963.5,47,24.6,1435922665032,3.0,NULL,NULL
4172,PREDEAL,903.5,73,15.2,1435922665054,3.0,NULL,NULL
4173,RADAUTI,981.9,45,24.1,1435922665087,4.0,NULL,NULL
4174,"RAMNICU SARAT",1006.4,83,23,1435922665107,1.0,NULL,NULL
4175,"RAMNICU VALCEA",996.2,34,27.8,1435922665129,1.0,NULL,NULL
4176,RESITA,991.9,40,27.7,1435922665151,2.0,NULL,NULL
4177,ROMAN,999,45,26,1435922665172,6.0,NULL,NULL
4178,"ROSIA MONTANA",893.1,56,20.4,1435922665193,2.0,NULL,NULL
4179,"ROSIORII DE VEDE",1011.6,40,27.3,1435922665217,2.0,NULL,NULL
4180,"SANNICOLAU MARE",1013.2,29,28.9,1435922665243,4.0,NULL,NULL
4181,SARMASU,980.2,45,24.3,1435922665268,2.0,NULL,NULL
4182,"SATU MARE",1012.1,39,27.3,1435922665289,2.0,NULL,NULL
4183,"SEBES (ALBA)",994.6,42,25,1435922665311,3.0,NULL,NULL
4184,SEMENIC,868.3,77,16.2,1435922665334,3.0,NULL,NULL
4185,"SFANTU GHEORGHE (DELTA)",1022.2,74,21.6,1435922665355,8.0,NULL,NULL
4186,"SFANTU GHEORGHE (MUNTE)",965.1,62,21.5,1435922665376,1.0,NULL,NULL
4187,SIBIU,974.4,43,24.3,1435922665417,2.0,NULL,NULL
4188,"SIGHETUL MARMATIEI",858.2,63,26.7,1435922665451,NULL,NULL,NULL
4189,"SINAIA 1500",858.2,63,16.5,1435922665474,2.0,NULL,NULL
4190,SIRIA,970.9,37,26.3,1435922665494,1.0,NULL,NULL
4191,SLATINA,1004.1,41,27.4,1435922665516,2.0,NULL,NULL
4192,SLOBOZIA,1017,53,24.2,1435922665540,9.0,NULL,NULL
4193,"STANA DE VALE",902,50,20.5,1435922665562,1.0,NULL,NULL
4194,"STEFANESTI STANCA",1012,40,27.5,1435922665586,6.0,NULL,NULL
4195,"STEI (PETRU GROZA)",992.2,35,27.2,1435922665607,1.0,NULL,NULL
4196,STOLNICI,999.6,43,26.1,1435922665630,1.0,NULL,NULL
4197,SUCEAVA,983.8,46,24.2,1435922665651,6.0,NULL,NULL
4198,SULINA,1019.9,75,21.1,1435922665677,9.0,NULL,NULL
4199,"SUPURU DE JOS",792.3,100,26.6,1435922665699,NULL,NULL,NULL
4200,TARCU,792.3,100,9.5,1435922665720,3.0,NULL,NULL
4201,TARGOVISTE,989.6,50,23.9,1435922665753,4.0,NULL,NULL
4202,"TARGU JIU",1000,33,28.3,1435922665781,2.0,NULL,NULL
4203,"TARGU LAPUS",984.4,40,26,1435922665805,3.0,NULL,NULL
4204,"TARGU LOGRESTI",993.3,40,26.5,1435922665827,2.0,NULL,NULL
4205,"TARGU MURES",990,39,26.1,1435922665848,3.0,NULL,NULL
4206,"TARGU NEAMT",981.3,44,24.8,1435922665871,3.0,NULL,NULL
4207,"TARGU OCNA",996.2,47,24.6,1435922665891,5.0,NULL,NULL
4208,"TARGU SECUIESC",959.7,53,21.6,1435922665916,3.0,NULL,NULL
4209,"TARNAVENI (BOBOHALMA)",965.6,59,22.2,1435922665938,3.0,NULL,NULL
4210,TEBEA,993.4,34,27.2,1435922665959,3.0,NULL,NULL
4211,TECUCI,1017.1,84,19.5,1435922665981,6.0,NULL,NULL
4212,TIMISOARA,1014.3,38,28.5,1435922666002,2.0,NULL,NULL
4213,TITU,1006.2,47,25.1,1435922666026,3.0,NULL,NULL
4214,TOPLITA,947.5,45,22.8,1435922666047,4.0,NULL,NULL
4215,TULCEA,1021.4,67,22.9,1435922666069,3.0,NULL,NULL
4216,TURDA,977.1,42,25.4,1435922666108,2.0,NULL,NULL
4217,"TURNU MAGURELE",1020.2,43,29.2,1435922666130,1.0,NULL,NULL
4218,URZICENI,1016.6,50,24.8,1435922666152,7.0,NULL,NULL
4219,"VARADIA DE MURES",1007.3,35,27.8,1435922666172,4.0,NULL,NULL
4220,"VARFUL OMU",761.2,100,3.8,1435922666194,NULL,NULL,NULL
4221,VASLUI,1010.8,90,19.6,1435922666219,1.0,NULL,NULL
4222,"VLADEASA 1800",827.4,72,13,1435922666245,4.0,NULL,NULL
4223,VOINEASA,959.2,34,24.2,1435922666266,1.0,NULL,NULL
4224,ZALAU,992.1,38,25.9,1435922666287,2.0,NULL,NULL
4225,ZIMNICEA,1019.6,43,26.1,1435922666309,4.0,NULL,NULL
4226,ADAMCLISI,1003.2,52,24.1,1435926263520,2.0,NULL,NULL
4227,ADJUD,1012.1,100,20.5,1435926263541,2.0,NULL,NULL
4228,"ALBA IULIA",998.1,44,26.8,1435926263569,3.0,NULL,NULL
4229,ALEXANDRIA,1014.5,46,25.6,1435926263601,4.0,NULL,NULL
4230,ARAD,1011.1,31,29.8,1435926263622,1.0,NULL,NULL
4231,BACAU,1004,39,26.2,1435926263643,3.0,NULL,NULL
4232,BACLES,988.3,38,26.3,1435926263663,1.0,NULL,NULL
4233,"BAIA MARE",1004.1,34,28,1435926263685,4.0,NULL,NULL
4234,"BAILE HERCULANE",1018,33,29.2,1435926263706,NULL,NULL,NULL
4235,BAILESTI,1018,33,27.4,1435926263726,2.0,NULL,NULL
4236,BAISOARA,876.8,40,17,1435926263748,3.0,NULL,NULL
4237,"BALEA LAC",805.1,90,5.1,1435926263768,3.0,NULL,NULL
4238,BANLOC,1014.7,37,28.5,1435926263788,3.0,NULL,NULL
4239,BARAOLT,966.5,43,23.5,1435926263809,2.0,NULL,NULL
4240,BARLAD,1004.1,72,21.9,1435926263830,5.0,NULL,NULL
4241,"BARNOVA (RADAR)",978.6,62,22.8,1435926263850,1.0,NULL,NULL
4242,BATOS,974.2,48,24.4,1435926263871,2.0,NULL,NULL
4243,BECHET,927.9,81,28.5,1435926263892,NULL,NULL,NULL
4244,BISOCA,927.9,81,15.3,1435926263913,7.0,NULL,NULL
4245,BISTRITA,983.1,46,24.4,1435926263933,2.0,NULL,NULL
4246,BLAJ,986.8,44,25.6,1435926263966,3.0,NULL,NULL
4247,BOITA,965.6,49,23.6,1435926263987,2.0,NULL,NULL
4248,BOROD,987.2,44,25.8,1435926264007,4.0,NULL,NULL
4249,BOTOSANI,1006.9,44,27,1435926264028,5.0,NULL,NULL
4250,BOZOVICI,994.9,40,26.9,1435926264049,1.0,NULL,NULL
4251,BRAILA,1020.6,54,26.4,1435926264070,4.0,NULL,NULL
4252,"BRASOV GHIMBAV",884.5,55,21.6,1435926264352,NULL,NULL,NULL
4253,BUCIN,884.5,55,17.2,1435926264405,3.0,NULL,NULL
4254,"BUCURESTI AFUMATI",1014.2,57,24.1,1435926264434,1.0,NULL,NULL
4255,"BUCURESTI BANEASA",1013.1,59,24.4,1435926264459,1.0,NULL,NULL
4256,"BUCURESTI FILARET",1012.7,56,19.3,1435926264484,NULL,NULL,NULL
4257,BUZAU,1012.7,56,24.2,1435926264520,6.0,NULL,NULL
4258,CALAFAT,1016.8,44,28.6,1435926264542,2.0,NULL,NULL
4259,CALARASI,1020.4,54,23.8,1435926264567,5.0,NULL,NULL
4260,"CALIMANI (RETITIS)",811,90,7.5,1435926264588,NULL,NULL,NULL
4261,"CAMPENI (BISTRA)",955.5,35,26.1,1435926264609,2.0,NULL,NULL
4262,CAMPINA,970.5,50,23.6,1435926264631,2.0,NULL,NULL
4263,"CAMPULUNG MUSCEL",946.9,53,23.5,1435926264659,4.0,NULL,NULL
4264,CARACAL,1011.4,42,28.2,1435926264680,2.0,NULL,NULL
4265,CARANSEBES,996.1,35,28,1435926264714,1.0,NULL,NULL
4266,"CEAHLAU TOACA",821.8,100,9.8,1435926264738,8.0,NULL,NULL
4267,CERNAVODA,1012.1,60,21.9,1435926264760,6.0,NULL,NULL
4268,"CHISINEU CRIS",1013.3,31,29.1,1435926264782,2.0,NULL,NULL
4269,CLUJ-NAPOCA,978.5,48,24.3,1435926264804,3.0,NULL,NULL
4270,CONSTANTA,1020.3,72,20.7,1435926264827,2.0,NULL,NULL
4271,CORUGEA,996.8,95,16.3,1435926264850,2.0,NULL,NULL
4272,COTNARI,991.3,39,26.4,1435926264871,7.0,NULL,NULL
4273,CRAIOVA,1001.5,38,27.2,1435926264894,2.0,NULL,NULL
4274,CUNTU,866.2,76,16.4,1435926264914,1.0,NULL,NULL
4275,"CURTEA DE ARGES",971.8,34,24.5,1435926264937,3.0,NULL,NULL
4276,DARABANI,995.9,42,26.4,1435926264958,6.0,NULL,NULL
4277,DEDULESTI-MORARESTI,998.3,44,23.6,1435926264981,NULL,NULL,NULL
4278,DEJ,998.3,44,26.5,1435926265001,2.0,NULL,NULL
4279,DEVA,997.4,34,27.1,1435926265028,4.0,NULL,NULL
4280,DRAGASANI,991.7,37,28.3,1435926265059,1.0,NULL,NULL
4281,"DROBETA TURNU SEVERIN",1015,31,30.1,1435926265082,2.0,NULL,NULL
4282,DUMBRAVENI,988.2,49,25.2,1435926265103,2.0,NULL,NULL
4283,"DUMBRAVITA DE CODRU",975.7,50,27.3,1435926265124,NULL,NULL,NULL
4284,FAGARAS,975.7,50,24.5,1435926265146,2.0,NULL,NULL
4285,FETESTI,1015,52,25.2,1435926265167,5.0,NULL,NULL
4286,FOCSANI,1018.4,81,20.9,1435926265188,2.0,NULL,NULL
4287,FUNDATA,873.8,85,15,1435926265208,4.0,NULL,NULL
4288,FUNDULEA,1016.1,54,25.1,1435926265230,8.0,NULL,NULL
4289,GALATI,1014.4,46,26.1,1435926265252,5.0,NULL,NULL
4290,GIURGIU,1020.4,43,26.8,1435926265273,3.0,NULL,NULL
4291,GORGOVA,1021.3,60,25.8,1435926265294,6.0,NULL,NULL
4292,GRIVITA,1017.5,61,24.4,1435926265315,6.0,NULL,NULL
4293,"GURA PORTITEI",1021.9,93,18.7,1435926265336,2.0,NULL,NULL
4294,GURAHONT,1003.7,27,28.5,1435926265361,2.0,NULL,NULL
4295,HALANGA,1017.7,56,28.3,1435926265391,NULL,NULL,NULL
4296,HARSOVA,1017.7,56,23.8,1435926265413,5.0,NULL,NULL
4297,HOLOD,1006.3,40,28.2,1435926265433,2.0,NULL,NULL
4298,HUEDIN,962.6,53,24.2,1435926265454,3.0,NULL,NULL
4299,IASI,1015.7,44,27.2,1435926265476,4.0,NULL,NULL
4300,IEZER,833.7,78,11.8,1435926265497,3.0,NULL,NULL
4301,"INTORSURA BUZAULUI",945.8,62,20.6,1435926265519,3.0,NULL,NULL
4302,JIMBOLIA,1015.4,36,29.4,1435926265540,3.0,NULL,NULL
4303,JOSENI,940.3,62,21.9,1435926265561,6.0,NULL,NULL
4304,JURILOVCA,1017.5,80,19,1435926265582,3.0,NULL,NULL
4305,LACAUTI,823.8,85,10.6,1435926265603,4.0,NULL,NULL
4306,LUGOJ,1009.6,31,29.2,1435926265623,3.0,NULL,NULL
4307,MAHMUDIA,1001.5,66,22.5,1435926265644,8.0,NULL,NULL
4308,MANGALIA,1020.1,74,22.6,1435926265665,7.0,NULL,NULL
4309,MEDGIDIA,1014.4,88,16.4,1435926265686,6.0,NULL,NULL
4310,"MIERCUREA CIUC",949.3,53,22,1435926265715,3.0,NULL,NULL
4311,"MOLDOVA VECHE",1014.2,38,28.1,1435926265737,2.0,NULL,NULL
4312,"NEGRESTI (VASLUI)",1009.5,72,20.8,1435926265760,7.0,NULL,NULL
4313,"OBARSIA LOTRULUI",876.8,46,17.7,1435926265781,2.0,NULL,NULL
4314,"OCNA SUGATAG",968.6,43,25,1435926265801,2.0,NULL,NULL
4315,"ODORHEIUL SECUIESC",965.1,47,23.5,1435926265821,1.0,NULL,NULL
4316,OLTENITA,1020.4,60,25,1435926265842,4.0,NULL,NULL
4317,ORADEA,1009.6,29,29.5,1435926265864,3.0,NULL,NULL
4318,ORAVITA,988.5,47,26.7,1435926265889,3.0,NULL,NULL
4319,"PADES (APA NEAGRA)",866,72,28,1435926265910,NULL,NULL,NULL
4320,PALTINIS,866,72,15.1,1435926265932,1.0,NULL,NULL
4321,PARANG,855.5,73,15.1,1435926265953,2.0,NULL,NULL
4322,PATARLAGELE,988.5,43,24.5,1435926265974,5.0,NULL,NULL
4323,PENTELEU,845.5,83,11.1,1435926265994,7.0,NULL,NULL
4324,PETROSANI,957,63,24.2,1435926266014,5.0,NULL,NULL
4325,"PIATRA NEAMT",983.8,41,25,1435926266036,4.0,NULL,NULL
4326,PITESTI,986.5,38,26.6,1435926266069,2.0,NULL,NULL
4327,PLOIESTI,1002.5,43,27.1,1435926266090,2.0,NULL,NULL
4328,"POIANA STAMPEI",921.8,54,19.5,1435926266112,8.0,NULL,NULL
4329,POLOVRAGI,963.5,49,25.1,1435926266133,2.0,NULL,NULL
4330,PREDEAL,903.5,69,16.4,1435926266154,2.0,NULL,NULL
4331,RADAUTI,981.7,49,24.6,1435926266175,4.0,NULL,NULL
4332,"RAMNICU SARAT",1006.6,96,22.7,1435926266196,2.0,NULL,NULL
4333,"RAMNICU VALCEA",996.1,33,28.9,1435926266217,1.0,NULL,NULL
4334,RESITA,991.6,40,27.5,1435926266239,3.0,NULL,NULL
4335,ROMAN,999,42,26.2,1435926266260,8.0,NULL,NULL
4336,"ROSIA MONTANA",893.4,50,19.9,1435926266281,3.0,NULL,NULL
4337,"ROSIORII DE VEDE",1011.6,40,27.3,1435926266302,2.0,NULL,NULL
4338,SACUIENI,1012.6,38,28,1435926266323,3.0,NULL,NULL
4339,"SANNICOLAU MARE",1012.9,30,29.4,1435926266344,3.0,NULL,NULL
4340,SARMASU,980.1,46,23.9,1435926266365,3.0,NULL,NULL
4341,"SATU MARE",1011.9,35,28,1435926266386,2.0,NULL,NULL
4342,"SEBES (ALBA)",994.5,45,26,1435926266409,3.0,NULL,NULL
4343,SEMENIC,868.4,62,17.7,1435926266440,3.0,NULL,NULL
4344,"SFANTU GHEORGHE (DELTA)",1022.2,85,22.6,1435926266475,8.0,NULL,NULL
4345,"SFANTU GHEORGHE (MUNTE)",964.8,57,22.4,1435926266500,1.0,NULL,NULL
4346,SIBIU,974.3,44,24.1,1435926266525,1.0,NULL,NULL
4347,"SIGHETUL MARMATIEI",994.4,37,27.3,1435926266550,2.0,NULL,NULL
4348,"SINAIA 1500",858.1,61,15.9,1435926266571,2.0,NULL,NULL
4349,SIRIA,970.8,32,26.7,1435926266592,3.0,NULL,NULL
4350,SLATINA,1003.7,42,26.5,1435926266614,1.0,NULL,NULL
4351,SLOBOZIA,1016.6,49,25.6,1435926266635,7.0,NULL,NULL
4352,"STANA DE VALE",902.3,53,19.5,1435926266656,1.0,NULL,NULL
4353,"STEFANESTI STANCA",1011.8,41,27.3,1435926266678,5.0,NULL,NULL
4354,"STEI (PETRU GROZA)",992.1,41,27.6,1435926266699,2.0,NULL,NULL
4355,STOLNICI,999.4,38,26.6,1435926266719,2.0,NULL,NULL
4356,SUCEAVA,983.8,53,23.9,1435926266747,5.0,NULL,NULL
4357,SULINA,1019.9,76,21.4,1435926266779,8.0,NULL,NULL
4358,"SUPURU DE JOS",792.3,100,27.4,1435926266801,NULL,NULL,NULL
4359,TARCU,792.3,100,9.7,1435926266825,3.0,NULL,NULL
4360,TARGOVISTE,989.3,52,24.2,1435926266846,2.0,NULL,NULL
4361,"TARGU JIU",999.9,31,28.6,1435926266866,2.0,NULL,NULL
4362,"TARGU LAPUS",984.4,36,26.2,1435926266887,1.0,NULL,NULL
4363,"TARGU LOGRESTI",993.2,41,27.3,1435926266908,1.0,NULL,NULL
4364,"TARGU MURES",990,38,25.8,1435926266928,3.0,NULL,NULL
4365,"TARGU NEAMT",981.3,46,25.3,1435926266949,3.0,NULL,NULL
4366,"TARGU OCNA",996.3,47,24.2,1435926266970,4.0,NULL,NULL
4367,"TARGU SECUIESC",959.5,49,22.2,1435926266990,5.0,NULL,NULL
4368,"TARNAVENI (BOBOHALMA)",965.5,55,22.3,1435926267011,4.0,NULL,NULL
4369,TEBEA,993.4,34,28.3,1435926267032,3.0,NULL,NULL
4370,TECUCI,1017,67,23,1435926267053,8.0,NULL,NULL
4371,TIMISOARA,1014.1,30,29,1435926267074,2.0,NULL,NULL
4372,TITU,1005.9,52,25.4,1435926267097,3.0,NULL,NULL
4373,TOPLITA,947.7,49,21.6,1435926267126,4.0,NULL,NULL
4374,TULCEA,1022,65,23,1435926267146,3.0,NULL,NULL
4375,TURDA,977.1,44,25.9,1435926267167,3.0,NULL,NULL
4376,"TURNU MAGURELE",1019.8,48,27.8,1435926267188,3.0,NULL,NULL
4377,URZICENI,1016.3,48,26.1,1435926267210,6.0,NULL,NULL
4378,"VARADIA DE MURES",1007.1,32,28.3,1435926267232,2.0,NULL,NULL
4379,"VARFUL OMU",761.3,100,4,1435926267254,NULL,NULL,NULL
4380,VASLUI,1010.9,74,21.6,1435926267274,2.0,NULL,NULL
4381,VIDELE,1010.3,37,27.7,1435926267295,4.0,NULL,NULL
4382,"VLADEASA 1400",872.5,65,16.2,1435926267317,2.0,NULL,NULL
4383,"VLADEASA 1800",827.6,75,12.2,1435926267337,5.0,NULL,NULL
4384,VOINEASA,959.1,33,24.3,1435926267357,1.0,NULL,NULL
4385,ZALAU,992,33,26.7,1435926267378,2.0,NULL,NULL
4386,ZIMNICEA,1019.2,41,26.9,1435926267399,4.0,NULL,NULL
4387,ADAMCLISI,1004.5,82,17.5,1435929862708,4.0,NULL,NULL
4388,ADJUD,1012,84,23.1,1435929862734,5.0,NULL,NULL
4389,"ALBA IULIA",998.1,45,27.1,1435929862755,2.0,NULL,NULL
4390,ALEXANDRIA,1014.4,40,27.5,1435929862775,4.0,NULL,NULL
4391,ARAD,1010.8,32,30.1,1435929862796,2.0,NULL,NULL
4392,BACAU,1004.9,73,21.1,1435929862817,2.0,NULL,NULL
4393,BACLES,988.1,39,26,1435929862839,2.0,NULL,NULL
4394,"BAIA MARE",1003.8,35,28.9,1435929862859,1.0,NULL,NULL
4395,"BAILE HERCULANE",1001,31,31.7,1435929862881,1.0,NULL,NULL
4396,BAILESTI,1017.6,31,28,1435929862913,2.0,NULL,NULL
4397,BAISOARA,876.8,44,18,1435929862934,3.0,NULL,NULL
4398,"BALEA LAC",805.2,90,5.3,1435929862955,3.0,NULL,NULL
4399,BANLOC,1014.5,32,30.1,1435929862976,2.0,NULL,NULL
4400,BARAOLT,966.4,45,23.3,1435929862998,2.0,NULL,NULL
4401,BARLAD,1004.5,88,18.8,1435929863019,5.0,NULL,NULL
4402,"BARNOVA (RADAR)",978.8,99,18.3,1435929863040,1.0,NULL,NULL
4403,BATOS,974.1,46,25.5,1435929863061,2.0,NULL,NULL
4404,BECHET,1019.4,37,28.5,1435929863082,1.0,NULL,NULL
4405,BISOCA,927.7,96,15,1435929863104,9.0,NULL,NULL
4406,BISTRITA,982.9,41,26.6,1435929863126,1.0,NULL,NULL
4407,BLAJ,986.6,46,25.2,1435929863151,2.0,NULL,NULL
4408,BOITA,965.5,54,24.1,1435929863171,1.0,NULL,NULL
4409,BOROD,986.9,41,26.5,1435929863192,4.0,NULL,NULL
4410,BOTOSANI,1006.7,42,26.6,1435929863213,3.0,NULL,NULL
4411,BOZOVICI,994.7,38,28.5,1435929863235,1.0,NULL,NULL
4412,BRAILA,1020.5,45,26.5,1435929863267,4.0,NULL,NULL
4413,"BRASOV GHIMBAV",963.7,51,23.8,1435929863288,1.0,NULL,NULL
4414,BUCIN,884.5,55,17.2,1435929863310,3.0,NULL,NULL
4415,"BUCURESTI AFUMATI",1013.9,45,26.3,1435929863332,3.0,NULL,NULL
